,first_name,last_name,date_of_birth,source,source_link,nationalities,aliases,addresses,sanctions_programs,active,notes,source_id,entity_type
412,Samir ‘Abd Al-Muin ‘Abd,Hirzallah,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'سمير عبدالمعين عبد حرزالله'}],[],['Part 1'],True,,20,Individual
413,Thair Abd Al Raziq Shukri,Hirzallah,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'ثائر عبد الرازق شكري حرز الله'}],[],['Part 1'],True,,21,Individual
414,Muhammad Fallah Kamil,Hirzallah,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'محمد فلاح كامل حرز الله'}],[],['Part 1'],True,,22,Individual
415,Na’im Kamil Raghib,Hirzallah,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'نعيم كامل راغب حرز الله'}],[],['Part 1'],True,,23,Individual
416,Salah Kamil Raghib,Hirzallah,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'صلاح كامل راغب حرز الله'}],[],['Part 1'],True,,24,Individual
417,Musa Muhammad Salim,Dudin,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'موسى محمد سالم دودين'}],[],['Part 1'],True,,25,Individual
418,Amer Kamal Sharif,Alshawa,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'عامر كمال شريف الشوا'}],[],['Part 1'],True,,26,Individual
419,Walid Mohammed Mustafa,Jadallah,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'وليد محمد مصطفى جاد الله'}],[],['Part 1'],True,,27,Individual
420,Ahmed Sadu,Jahleb,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'أحمد سادو جالب'}],[],['Part 1'],True,,28,Individual
421,Zuhair,Shamlakh,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'زهير شملخ'}],[],['Part 1'],True,,29,Individual
422,Alaa,Shamlakh,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'علاء شملخ'}],[],['Part 1'],True,,30,Individual
423,Ahmed,Shamlakh,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'أحمد شملخ'}],[],['Part 1'],True,,31,Individual
424,Imad,Shamlakh,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'عماد شملاخ'}],[],['Part 1'],True,,32,Individual
425,Nabil Khaled Halil,Chouman,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'نبيل خالد خليل شومان'}],[],['Part 1'],True,,33,Individual
426,Khaled,Chouman,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'خالد شومان'}],[],['Part 1'],True,,34,Individual
427,Reda Ali,Khamis,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[{'name': 'رضا علي خميس'}],[],['Part 1'],True,,35,Individual
428,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[],[],['Part 2'],True,,1,Individual
429,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[],[],['Part 2'],True,,2,Individual
430,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[],[],['Part 2'],True,,3,Individual
431,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Hamas Terrorist Attacks / Attaques terroristes du Hamas'],[],[],['Part 2'],True,,4,Individual
432,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,1,Individual
433,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,2,Individual
434,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,3,Individual
435,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,4,Individual
436,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,5,Individual
437,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,6,Individual
438,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,7,Individual
439,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,8,Individual
440,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,9,Individual
441,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,10,Individual
442,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,11,Individual
443,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,12,Individual
444,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,13,Individual
445,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,14,Individual
446,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,15,Individual
447,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,16,Individual
448,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,17,Individual
449,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,18,Individual
450,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,19,Individual
451,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,20,Individual
452,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,21,Individual
453,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,22,Individual
454,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,23,Individual
455,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,24,Individual
456,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],"[{'name': 'IAMI'}, {'name': 'IAMCO'}, {'name': 'HESA'}, {'name': 'HASA'}, {'name': 'Iran Aircraft Manufacturing Company'}, {'name': 'Iran Aircraft Mfg. In. Co.'}, {'name': 'Iran Aircraft Manufacturing Industries Corporation'}, {'name': 'Havapeyma Sazhran'}, {'name': 'Hava Payma Sazi-E Iran'}, {'name': 'Havapeyma Sazi Iran'}, {'name': 'HESA Trade Center'}, {'name': 'Karkhanejate Sanaye Havapaymaie Iran'}]",[],"['1, Part 1']",True,,25,Individual
457,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,26,Individual
458,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,27,Individual
459,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,28,Individual
460,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,29,Individual
461,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,30,Individual
462,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,31,Individual
463,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,32,Individual
464,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,33,Individual
465,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,34,Individual
466,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,35,Individual
467,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,36,Individual
468,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,37,Individual
469,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,38,Individual
470,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,39,Individual
471,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,40,Individual
472,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,41,Individual
473,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,42,Individual
474,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,43,Individual
475,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,44,Individual
476,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,45,Individual
477,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,46,Individual
478,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,47,Individual
479,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,48,Individual
480,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],"[{'name': 'Mavad Karan'}, {'name': 'Mavad Karan Jahad-e-No’avar'}]",[],"['1, Part 1']",True,,49,Individual
481,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,50,Individual
482,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,51,Individual
483,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,52,Individual
484,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,53,Individual
485,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,54,Individual
486,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,55,Individual
487,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,56,Individual
488,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,57,Individual
489,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,58,Individual
490,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,59,Individual
491,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,60,Individual
492,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[{'name': 'Electro-Optic Co.'}],[],"['1, Part 1']",True,,61,Individual
493,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,62,Individual
494,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,63,Individual
495,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,64,Individual
496,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,65,Individual
497,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,66,Individual
498,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,67,Individual
499,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,68,Individual
500,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,69,Individual
501,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,70,Individual
502,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,71,Individual
503,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,72,Individual
504,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,73,Individual
505,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,74,Individual
506,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,75,Individual
507,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,76,Individual
508,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,77,Individual
509,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,78,Individual
510,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,79,Individual
511,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,80,Individual
512,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,81,Individual
513,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,82,Individual
514,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,83,Individual
515,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,84,Individual
516,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,85,Individual
517,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,86,Individual
518,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,87,Individual
519,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,88,Individual
520,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,89,Individual
521,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[{'name': 'Arfeh Company'}],[],"['1, Part 1']",True,,90,Individual
522,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[{'name': 'Bals Alman'}],[],"['1, Part 1']",True,,91,Individual
523,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,92,Individual
524,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,93,Individual
525,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,94,Individual
526,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,95,Individual
527,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Iran'],[],[],"['1, Part 1']",True,,96,Individual
